2025/06/30 14:09:51 Loading cert from /workdir/cert.pem
2025/06/30 14:09:51 Loading key from /workdir/key.pem
2025/06/30 14:09:51 Opened archive /workdir/archive.wprgo
2025/06/30 14:09:51 Loading script from deterministic.js
2025/06/30 14:09:51 Use Ctrl-C to exit.
2025/06/30 14:09:51 Starting server on http://127.0.0.1:8080
2025/06/30 14:09:51 Starting server on https://127.0.0.1:8081
2025/06/30 14:10:21 ServeHTTP(http://clients2.google.com/time/1/current?cup2key=9:KFRGQRQ_cfrvKEL9sBSGPM8a6KYOWZrlRILFQSWWGPw&cup2hreq=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855): serving 200, 106 bytes
2025/06/30 14:10:24 ServeHTTP(https://accounts.google.com/ListAccounts?gpsia=1&source=ChromiumBrowser&json=standard): serving 200, 43 bytes
2025/06/30 14:10:24 ScriptInjector(https://tma.ifip.org/): succesfully injected
2025/06/30 14:10:24 ServeHTTP(https://tma.ifip.org/): serving 200, 9828 bytes
2025/06/30 14:10:25 ServeHTTP(https://tma.ifip.org/wp-content/themes/spacious/font-awesome/library/font-awesome/css/solid.min.css?ver=6.2.4): serving 200, 325 bytes
2025/06/30 14:10:25 ServeHTTP(https://tma.ifip.org/wp-content/themes/spacious/font-awesome/library/font-awesome/css/regular.min.css?ver=6.2.4): serving 200, 326 bytes
2025/06/30 14:10:25 ServeHTTP(https://tma.ifip.org/wp-content/themes/spacious/font-awesome/library/font-awesome/css/v4-shims.min.css?ver=4.7.0): serving 200, 4113 bytes
2025/06/30 14:10:25 ServeHTTP(https://tma.ifip.org/wp-content/themes/spacious/font-awesome/library/font-awesome/css/brands.min.css?ver=6.2.4): serving 200, 4833 bytes
2025/06/30 14:10:25 ServeHTTP(https://tma.ifip.org/wp-includes/css/dist/block-library/style.min.css?ver=6.8.1): serving 200, 15323 bytes
2025/06/30 14:10:25 ServeHTTP(https://tma.ifip.org/wp-content/themes/spacious/genericons/genericons.css?ver=3.3.1): serving 200, 16468 bytes
2025/06/30 14:10:25 ServeHTTP(https://tma.ifip.org/wp-content/themes/spacious/font-awesome/library/font-awesome/css/all.min.css?ver=6.2.4): serving 200, 29808 bytes
2025/06/30 14:10:25 ServeHTTP(https://tma.ifip.org/wp-content/themes/spacious/style.css?ver=6.8.1): serving 200, 13486 bytes
2025/06/30 14:10:25 ServeHTTP(https://tma.ifip.org/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1): serving 200, 4872 bytes
